recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
Megan's Granola,Breakfast And Brunch,Breakfast Cereals,"This granola recipe with toasted oats, wheat germ, nuts, and seeds is absolutely wonderful. My daughter and I came up with this combination after we tried many granola recipes. This tops them all! Several of my children, who typically don't care for granola, love it.","[""8 cups rolled oats"", ""1 \u00bd cups wheat germ"", ""1 \u00bd cups oat bran"", ""1 cup sunflower seeds"", ""1 cup finely chopped almonds"", ""1 cup finely chopped pecans"", ""1 cup finely chopped walnuts"", ""1 cup vegetable oil"", ""\u00be cup honey"", ""\u00bd cup brown sugar"", ""\u00bc cup maple syrup"", ""1 tablespoon ground cinnamon"", ""1 tablespoon vanilla extract"", ""1 \u00bd teaspoons salt"", ""2 cups raisins""]","[""Preheat the oven to 325 degrees F (165 degrees C). Line two large baking sheets with parchment paper or aluminum foil."", ""Combine oats, wheat germ, oat bran, sunflower seeds, almonds, pecans, and walnuts in a large bowl."", ""Stir oil, honey, brown sugar, maple syrup, cinnamon, vanilla, and salt together in a saucepan over medium heat. Bring to a boil, then pour over dry ingredients and stir to coat. Transfer to the prepared baking sheets and spread out evenly."", ""Bake in the preheated oven until crispy and toasted, about 20 minutes, stirring once halfway through. Let cool for 15 to 20 minutes, then stir in raisins.""]",15,4
Overnight Refrigerator Oatmeal,Breakfast And Brunch,Breakfast Cereals,"This on-the-go cold breakfast is portable, quick to make, healthy, and great-tasting! You may also add honey to sweeten the oatmeal. Also good with diced apple or other seasonal fruits.","[""\u00bd cup old-fashioned rolled oats"", ""\u00bd cup Greek yogurt"", ""\u00bd cup sweetened almond milk"", ""1 banana, sliced""]","[""Stir oats, yogurt, and almond milk together in a jar with a lid. Twist lid onto jar and refrigerate, 8 hours to overnight. Stir oatmeal and add banana when ready to eat.""]",4,1
High-Protein Oatmeal for Athletes,Breakfast And Brunch,Breakfast Cereals,"This high-protein oatmeal recipe for athletes contains everything they need to start their day: a good balance of carbohydrates, fiber, and protein. Other topping options include raw walnuts, bananas, strawberries, or flax seeds.","[""1 cup oatmeal"", ""1 scoop whey protein powder, or to taste"", ""\u00bd cup blueberries"", ""2 tablespoons pumpkin seeds, or to taste"", ""2 tablespoons raisins, or to taste"", ""\u00bc cup skim milk, or as needed""]","[""Combine oatmeal and protein powder in a microwave-safe bowl. Stir in blueberries, pumpkin seeds, and raisins; add milk. Microwave for about 1 minute. Stir before serving.""]",6,1
Stovetop Granola,Breakfast And Brunch,Breakfast Cereals,A delicious quick and easy granola with almonds and dried cranberries that is made on the stovetop. Feel free to add your favorite dried fruits and nuts too.,"[""1 tablespoon olive oil"", ""2 cups rolled oats"", ""\u2153 cup butter"", ""2 tablespoons honey"", ""\u2153 cup packed brown sugar"", ""\u00bd cup chopped almonds"", ""\u2153 cup dried cranberries""]","[""Heat the oil in a large skillet over medium-high heat. Add oats then cook and stir until starting to brown and crisp, about 5 minutes. Remove from heat and spread out on a cookie sheet to cool."", ""Melt the butter in the same pan over medium heat. Stir in the honey and brown sugar; cook, stirring constantly, until bubbly. Return the oats to the pan. Cook and stir for another 5 minutes or so. Pour out onto the cookie sheet and spread to cool."", ""Once cool, transfer to an airtight container and stir in the almonds and dried cranberries. Any additional nuts and fruit can be stirred in at this time also.""]",7,3
Homemade Cereal,Breakfast And Brunch,Breakfast Cereals,I learned how to make cereal with my mother-in-law's wonderful granola recipe. She's made it for years. It's so flexible and so much cheaper (and better) than store-bought granola. Store in airtight containers.,"[""7 cups quick-cooking oats"", ""1 cup wheat germ"", ""1 cup wheat bran"", ""\u00bd cup brown sugar"", ""\u00bd cup vegetable oil"", ""\u00bd cup honey"", ""\u00bd cup water"", ""1 tablespoon vanilla extract"", ""1 teaspoon ground cinnamon (Optional)"", ""1 teaspoon ground nutmeg (Optional)"", ""1 teaspoon salt"", ""1 cup chopped dates"", ""1 cup chopped pecans"", ""1 cup flaked coconut (Optional)""]","[""Preheat the oven to 275 degrees F (135 degrees C)."", ""Mix oats, wheat germ, and wheat bran together in a large bowl."", ""Stir brown sugar, vegetable oil, honey, and water together in another bowl until blended. Mix in vanilla, cinnamon, nutmeg, and salt. Pour brown sugar mixture into oat mixture and stir until evenly moist. Transfer to a large, shallow baking dish."", ""Bake in the preheated oven, stirring every 15 minutes, until lightly browned, about 45 minutes. Add dates, pecans, and coconut to the baking dish and stir to combine. Continue to bake for about 15 more minutes. Remove from the oven and cool to room temperature.""]",14,4
Sweet Coconut Oatmeal,Breakfast And Brunch,Breakfast Cereals,"Oatmeal is only as exciting as the stuff you put into it, since it's boring on its own. This dish is sweet and creamy, and the kids will love it. If you want, prepare it the day before, refrigerate, and reheat in the microwave. Enjoy!","[""1 (14 ounce) can coconut milk"", ""1 cup rolled oats"", ""2 tablespoons honey"", ""\u00bc cup coconut flakes (Optional)"", ""2 tablespoons brown sugar, or more to taste"", ""1 teaspoon ground cinnamon""]","[""Bring coconut milk to a gentle boil in a small saucepan over medium-low heat. Stir in oats and honey; lower heat and simmer until milk has mostly been absorbed, about 15 minutes."", ""Sprinkle coconut flakes, brown sugar, and cinnamon into oatmeal. Cook until oats are creamy and flavors are combined, about 5 minutes.""]",6,2
Honey Nut Granola,Breakfast And Brunch,Breakfast Cereals,"Try this honey nut granola recipe for a yummy, crunchy breakfast treat. It's good on ice cream too!","[""4 cups rolled oats"", ""1 cup sliced almonds"", ""1 cup chopped pecans"", ""1 cup raw sunflower seeds"", ""\u2153 cup canola oil"", ""\u00bd cup honey"", ""1 tablespoon ground cinnamon"", ""1 teaspoon vanilla extract""]","[""Preheat the oven to 300 degrees F (150 degrees C)."", ""Stir oats, almonds, pecans, and sunflower seeds together in a large bowl. Mix oil, honey, cinnamon, and vanilla together in a smaller bowl; pour over dry ingredients and mix well. Spread mixture onto two ungreased baking sheets."", ""Bake in the preheated oven until golden, about 20 minutes, stirring halfway through. Remove from the oven and let cool completely before storing.""]",8,3
Berry Overnight Oats,Breakfast And Brunch,Breakfast Cereals,"Prep this fruity, creamy berry overnight oats recipe the night before, and you'll have a quick, fresh breakfast in the morning.","[""\u00bd cup quick or old fashioned oats, (such as Quaker Oats), uncooked"", ""\u00bd cup nonfat milk"", ""\u00bd cup nonfat plain Greek yogurt"", ""1 teaspoon chia seeds (Optional)"", ""1 cup fresh mixed berries and fruit""]","[""Add oats to the container of choice; pour in milk."", ""Layer in Greek yogurt, chia seeds, and mixed berries and fruit."", ""Refrigerate 8 hours to overnight.""]",5,3
Maple Pecan Granola,Breakfast And Brunch,Breakfast Cereals,"This is a great snack or cereal. On cold winter mornings, pour on a little milk and heat in the microwave for a warm and comforting breakfast.","[""4 cups old-fashioned oats"", ""\u00bd cup chopped pecans"", ""\u00bd cup chopped walnuts"", ""\u00bd cup ground flax seed"", ""2 teaspoons ground cinnamon"", ""\u2153 cup canola oil"", ""\u2154 cup pure maple syrup"", ""1 teaspoon maple flavoring"", ""\u00bc teaspoon salt""]","[""Preheat the oven to 300 degrees F (150 degrees C)."", ""Line a baking sheet with parchment paper."", ""Mix oats, pecans, walnuts, flax seed, and cinnamon in a large bowl."", ""Stir canola oil, maple syrup, maple flavoring, and salt together in a small bowl; pour over the oat mixture and stir to coat evenly."", ""Spread the resulting mixture evenly onto the prepared baking sheet."", ""Bake in the preheated oven until lightly browned, about 40 minutes."", ""Set granola aside to cool completely before breaking into chunks. Store in an air-tight container.""]",9,7
Greek Yogurt Oatmeal,Breakfast And Brunch,Breakfast Cereals,"Oatmeal is a great way to start a day! I have it almost every morning, so to not get bored I add different toppings and vary the ingredients I put in, always healthy and always delicious! Greek yogurt goes fantastically with hot oats and makes it creamier, adds protein, and most important of all makes a standard bowl of oatmeal phenomenal! Sprinkle with some more cinnamon, if you desire.","[""\u00bd cup rolled oats"", ""\u00bd banana, sliced"", ""\u00bd teaspoon ground cinnamon (Optional)"", ""1 pinch salt"", ""1 cup water"", ""\u00bc cup Greek yogurt"", ""2 tablespoons strawberry jam"", ""1 tablespoon peanut butter""]","[""Combine oats, banana, cinnamon, and salt in a microwave-safe bowl; add water and stir. Cook in microwave until water is absorbed, 2 to 3 minutes. Stir to evenly distribute cinnamon; let stand until slightly cooled, about 3 minutes."", ""Spoon Greek yogurt, strawberry jam, and peanut butter over oatmeal; stir.""]",8,2
Slow Cooker Oatmeal,Breakfast And Brunch,Breakfast Cereals,Oatmeal so creamy it's like tapioca! You will absolutely love this recipe. This is how oatmeal was meant to be!,"[""1 cup oats"", ""3 cups water"", ""1 pinch salt"", ""1 cup half-and-half cream"", ""\u00bc cup brown sugar, or to taste""]","[""Just before going to bed, combine the oats and water in a slow cooker. Set on Low, cover, and let cook overnight. In the morning, stir in the salt and half-and-half. Scoop into bowls, and sprinkle brown sugar over the top.""]",5,1
Crunchy Sugar-Free Granola,Breakfast And Brunch,Breakfast Cereals,"Enjoy this crispy, crunchy sugar-free granola without any added sugar or sugar substitutes. You can vary the seeds and nuts in the recipe to take advantage of what you have in the cupboard.","[""3 \u00be cups rolled oats"", ""\u00bd cup chopped almonds"", ""\u00bc cup dried unsweetened coconut"", ""\u00bc cup sesame seeds"", ""2 teaspoons ground cinnamon"", ""\u00bc teaspoon salt"", ""3 large egg whites"", ""1 teaspoon vanilla extract (Optional)""]","[""Preheat the oven to 225 degrees F (110 degrees C). Line a baking sheet with parchment paper."", ""Combine oats, almonds, coconut, sesame seeds, cinnamon, and salt in a large bowl."", ""Beat egg whites in a glass, metal, or ceramic bowl until stiff peaks form; beat in vanilla extract. Fold egg whites into oat mixture; spread onto the prepared baking sheet."", ""Bake in the preheated oven until granola is crispy, about 1 hour, stirring every 20 minutes.""]",8,4
Josh's Baked Oatmeal,Breakfast And Brunch,Breakfast Cereals,A baked oatmeal from heaven. The maple syrup and roasted cinnamon do wonders for an already great recipe! Enjoy.,"[""3 cups rolled oats"", ""\u00be cup brown sugar"", ""2 teaspoons ground cinnamon (such as McCormick\u00ae Roasted Saigon Cinnamon)"", ""2 teaspoons baking powder"", ""1 teaspoon salt"", ""1 cup milk"", ""\u00bd cup melted butter"", ""\u00bc cup maple syrup"", ""2 eggs"", ""2 teaspoons vanilla extract"", ""\u00bc cup dried cranberries, or to taste""]","[""Preheat oven to 350 degrees F (175 degrees C). Grease an 8x8-inch baking dish."", ""Mix oats, brown sugar, cinnamon, baking powder, and salt together in a bowl. Beat in milk, butter, maple syrup, eggs, and vanilla extract; fold in cranberries. Spread mixture into the prepared baking dish."", ""Bake in the preheated oven until bubbling, about 40 minutes.""]",11,3
Microwave Banana Baked Oats,Breakfast And Brunch,Breakfast Cereals,Quick and easy baked oats you don't need an oven for!,"[""1 cup rolled oats, or as needed"", ""1 medium banana"", ""1 \u00bd teaspoons ground cinnamon"", ""\u00bd teaspoon vanilla extract"", ""\u00bd teaspoon baking soda"", ""\u00bd cup milk""]","[""Place oats in a blender and process until they form a fine flour. You need 1 cup blended oats."", ""Mash banana in a glass or microwave-safe dish. Mix in cinnamon and vanilla. Pour in blended oats and baking soda and mix to combine. Stir in milk until well combined."", ""Cook in the microwave until set, about 2 minutes. Allow to cool before eating.""]",6,3
Instant Pot Apple Pie Steel-Cut Oats,Breakfast And Brunch,Breakfast Cereals,"Oatmeal made in the Instant Pot with apples, apple pie spices, and steel-cut oats. Serve with your favorite toppings - we added pecans, a little almond milk, and a drizzle of maple syrup.","[""3 cups water"", ""1 cup steel-cut oats"", ""1 apple, or more to taste, chopped"", ""1 \u00bd teaspoons ground cinnamon"", ""\u00bd teaspoon salt"", ""\u00bc teaspoon ground nutmeg""]","[""Combine water, oats, apple, cinnamon, salt, and nutmeg in a multi-functional pressure cooker (such as Instant Pot). Close and lock the lid. Seal the vent. Select Manual function; set the timer for 5 minutes. Allow 10 to 15 minutes for pressure to build."", ""Release pressure using the natural-release method according to manufacturer's instructions, about 10 minutes. Release remaining pressure naturally. Stir and remove the pot carefully with oven mitts.""]",6,2
Rice Cooker Oats,Breakfast And Brunch,Breakfast Cereals,It's done in a rice cooker rather than the stove.,"[""1 cup quick-cooking oats"", ""1 cup water"", ""1 cup milk"", ""2 tablespoons honey"", ""1 tablespoon white sugar"", ""1 teaspoon vanilla extract"", ""1 pinch salt""]","[""Mix oats, water, milk, honey, sugar, vanilla extract, and salt together in a rice cooker."", ""Cook oats in rice cooker until desired consistency is reached, 10 to 15 minutes.""]",7,2
Apple Cinnamon Oatmeal,Breakfast And Brunch,Breakfast Cereals,"This apple cinnamon oatmeal has a wonderful flavor thanks to fresh apple pieces, apple juice, and cinnamon. A simple breakfast even the kids will enjoy!","[""1 cup water"", ""\u00bc cup apple juice"", ""1 apple, cored and chopped"", ""\u2154 cup rolled oats"", ""1 teaspoon ground cinnamon"", ""1 cup milk""]","[""Combine water, apple juice, and apples in a saucepan. Bring to a boil over high heat; stir in rolled oats and cinnamon. Return to a boil, then reduce heat to low, and simmer until thick, about 3 minutes. Spoon into serving bowls, and add milk.""]",6,1
